TOT,20170628,LOW
TOT,20170519,LOW
TOT,20170111,LOW
TOT,20161222,LOW
TOT,20161130,LOW
TOT,20160929,LOW
TOT,20151227,LOW
TOT,20151113,LOW
TOT,20151001,LOW
TOT,20150807,LOW
TOT,20150619,LOW
TOT,20150530,LOW
TOT,20150219,LOW
TOT,20141230,LOW
TOT,20141105,LOW
TOT,20140820,LOW
TOT,20140731,LOW
TOT,20140711,LOW
TOT,20140612,LOW
TOT,20140307,LOW
TOT,20140215,LOW
TOT,20131223,LOW
TOT,20131116,LOW
TOT,20130906,LOW
TOT,20130817,LOW
TOT,20130628,LOW
TM,20180914,LOW
UN,2019-06-21 00:00:00,LOWEST
UL,20190522,LOW
UL,20190502,LOW
UL,20190211,LOW
UL,20190103,LOW
UL,20181107,LOW
UL,20180725,LOW
UL,20180626,LOW
UL,20180511,LOW
UL,20180112,LOW
UL,20171223,LOW
UL,20171107,LOW
UL,20171006,LOW
UL,20170530,LOW
UL,20170510,LOW
UL,20170317,LOW
UL,20170106,LOW
UL,20161217,LOW
UL,20161127,LOW
UL,20161105,LOW
UL,20161015,LOW
UL,20160923,LOW
UL,20160903,LOW
UL,20160814,LOW
UNP,20190530,LOW
UNP,20190510,LOW
UNP,20190329,LOW
UNP,20190309,LOW
UNP,20190217,LOW
UNP,20181219,LOW
UNP,20181129,LOW
UNP,20181109,LOW
UTX,20190424,LOW
UTX,20190321,LOW
UTX,20190301,LOW
UTX,20181215,LOW
UTX,20180818,LOW
UTX,20180729,LOW
UTX,20180626,LOW
UTX,20180606,LOW
UTX,20171222,LOW
UTX,20170805,LOW
UTX,20170105,LOW
UTX,20161216,LOW
UTX,20161106,LOW
UTX,20160809,LOW
UTX,20151217,LOW
UTX,20151120,LOW
UTX,20150731,LOW
UTX,20141104,LOW
UTX,20131214,LOW
UTX,20131102,LOW
UTX,20130724,LOW
UTX,20130628,LOW
UNH,20190530,LOW
UNH,20190510,LOW
UNH,20190420,LOW
UNH,20181226,LOW
UNH,20181127,LOW
UNH,20181107,LOW
UNH,20181018,LOW
UNH,20180926,LOW
UNH,20180901,LOW
UNH,20180719,LOW
UNH,20180615,LOW
UNH,20180526,LOW
UNH,20180425,LOW
UNH,20180328,LOW
UNH,20171223,LOW
UNH,20170627,LOW
UNH,20170329,LOW
UNH,20161220,LOW
UNH,20161130,LOW
UNH,20160824,LOW
UNH,20160615,LOW
UNH,20160519,LOW
UNH,20160330,LOW
UNH,20160308,LOW
UNH,20160217,LOW
UNH,20160128,LOW
UNH,20151218,LOW
UNH,20150925,LOW
UNH,20150905,LOW
UNH,20150816,LOW
VZ,20190221,LOW
VZ,20181219,LOW
VZ,20180818,LOW
VZ,20180518,LOW
VZ,20180324,LOW
VZ,20170622,LOW
VZ,20161217,LOW
VZ,20151216,LOW
VZ,20151112,LOW
VZ,20150819,LOW
VZ,20150701,LOW
VZ,20150529,LOW
VZ,20141217,LOW
VZ,20140322,LOW
V,20190522,LOW
V,20190502,LOW
V,20181207,LOW
V,20181004,LOW
V,20180829,LOW
V,20180705,LOW
V,20180608,LOW
V,20180512,LOW
V,20180326,LOW
V,20180306,LOW
V,20171219,LOW
V,20171117,LOW
V,20170518,LOW
V,20170307,LOW
V,20170112,LOW
V,20161223,LOW
V,20161203,LOW
V,20160927,LOW
V,20160316,LOW
V,20151104,LOW
V,20150305,LOW
V,20150102,LOW
V,20140812,LOW
V,20140611,LOW
V,20140502,LOW
V,20140215,LOW
V,20131225,LOW
V,20131010,LOW
V,20130821,LOW
V,20130801,LOW
WMT,20181219,LOW
WMT,20161207,LOW
DIS,20161201,LOW
DIS,20160826,LOW
DIS,20150917,LOW
DIS,20150324,LOW
DIS,20131005,LOW
WFC,20151226,LOW
ADBE,20190529,LOW
ADBE,20190509,LOW
ADBE,20190419,LOW
GOOGL,20161215,LOW
GOOGL,20161125,LOW
GOOGL,20151223,LOW
GOOGL,20140314,LOW
GOOGL,20140222,LOW
GOOGL,20140202,LOW
